rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Principal Program Detail Code,Stmt_date,Financial Rating Letter Grade,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
740,12/5/1973,1275,507,146,SEC236,12/31/2009,B,1.02,0.99,"945,628","159,811","1,880","730,864","39,698","401,321","756,203","350,691",0,"213,085","31,461","181,624",0,0,0,"178,908","178,908",0,38,4,0,"9,460,360","213,085",215,88,127,0,0,0,215,0,0,11,0,1.9,0,83,78,47,7,0,0
740,12/5/1973,1275,507,146,SEC236,12/31/2010,B,1.02,0.83,"971,164","181,411",866,"730,864","39,698","421,146","883,527","376,624",0,"213,085","31,461","181,624",0,0,0,"178,908","178,908",0,38,4,0,"9,460,360","213,085",215,88,127,0,0,0,215,0,0,11,0,1.9,0,83,78,47,7,0,0
741,4/24/1973,566,149,70,SEC236,12/31/1995,B,1.03,0.73,"1,614,681","391,717","29,194","1,155,156",0,"599,503","971,183","153,423",0,"285,250","15,000","270,250","37,750",0,0,"298,834","261,084","37,750",3,20,5,"99,150","323,000",301,76,136,89,0,30,271,0,0,6,0,1.7,0,128,139,30,4,0,0
741,4/24/1973,566,149,70,SEC236,12/31/1996,A,1.17,1.04,"1,499,520","114,775","26,277","1,165,768",0,"886,626","1,021,496","165,537",0,"285,250","15,000","270,250","37,750",0,0,"298,834","261,084","37,750",3,20,5,"99,150","323,000",301,76,136,89,0,30,271,0,0,6,0,1.7,0,128,139,30,4,0,0
741,4/24/1973,566,149,70,SEC236,12/31/1997,D,0.93,0,"1,501,674","356,292",0,"1,226,366",0,0,0,0,0,"285,250","15,000","270,250","37,750",0,0,"298,834","261,084","37,750",3,20,5,"99,150","323,000",301,76,136,89,0,30,271,0,0,6,0,1.7,0,128,139,30,4,0,0
741,4/24/1973,566,149,70,SEC236,12/31/1998,B,1.75,0.73,"2,216,462","366,430","60,845","1,020,517",0,"1,999,040","2,978,408","223,073",0,"285,250","15,000","270,250","37,750",0,0,"298,834","261,084","37,750",3,20,5,"99,150","323,000",301,76,136,89,0,30,271,0,0,6,0,1.7,0,128,139,30,4,0,0
741,4/24/1973,566,149,70,SEC236,12/31/1999,A,1.37,1.04,"2,823,406","681,240","96,145","1,497,715",0,"1,100,665","1,347,013","291,921",0,"285,250","15,000","270,250","37,750",0,0,"298,834","261,084","37,750",3,20,5,"99,150","323,000",301,76,136,89,0,30,271,0,0,6,0,1.7,0,128,139,30,4,0,0
741,4/24/1973,566,149,70,SEC236,12/31/2000,A,1.51,1.45,"3,069,855","562,294","82,432","1,606,646",0,"1,135,755","1,096,823","315,152",0,"285,250","15,000","270,250","37,750",0,0,"298,834","261,084","37,750",3,20,5,"99,150","323,000",301,76,136,89,0,30,271,0,0,6,0,1.7,0,128,139,30,4,0,0
741,4/24/1973,566,149,70,SEC236,12/31/2001,A,1.57,1.43,"3,003,786","423,812","55,240","1,607,507",0,"1,542,354","1,415,794","340,343",0,"285,250","15,000","270,250","37,750",0,0,"298,834","261,084","37,750",3,20,5,"99,150","323,000",301,76,136,89,0,30,271,0,0,6,0,1.7,0,128,139,30,4,0,0
741,4/24/1973,566,149,70,SEC236,12/31/2002,A,1.48,2.12,"3,025,249","611,848","29,035","1,607,507",0,"1,704,096","1,169,640","367,577",0,"285,250","15,000","270,250","37,750",0,0,"298,834","261,084","37,750",3,20,5,"99,150","323,000",301,76,136,89,0,30,271,0,0,6,0,1.7,0,128,139,30,4,0,0
741,4/24/1973,566,149,70,SEC236,12/31/2003,A,1.37,2.06,"2,747,388","521,462","16,816","1,607,507",0,"1,620,134","1,183,986","397,042",0,"285,250","15,000","270,250","37,750",0,0,"298,834","261,084","37,750",3,20,5,"99,150","323,000",301,76,136,89,0,30,271,0,0,6,0,1.7,0,128,139,30,4,0,0
741,4/24/1973,566,149,70,SEC236,12/31/2004,A,1.39,2.06,"2,533,405","283,959","15,608","1,607,507",0,"1,806,084","1,324,226","428,888","19,056","285,250","15,000","270,250","37,750",0,0,"298,834","261,084","37,750",3,20,5,"99,150","323,000",301,76,136,89,0,30,271,0,0,6,0,1.7,0,128,139,30,4,0,0
741,4/24/1973,566,149,70,SEC236,12/31/2005,A,1.29,2.32,"2,398,870","307,693","16,102","1,607,507",0,"1,973,820","1,334,103","463,362","19,056","285,250","15,000","270,250","37,750",0,0,"298,834","261,084","37,750",3,20,5,"99,150","323,000",301,76,136,89,0,30,271,0,0,6,0,1.7,0,128,139,30,4,0,0
741,4/24/1973,566,149,70,SEC236,12/31/2006,A,1.15,2.27,"2,242,902","374,229","25,317","1,607,507",0,"1,938,157","1,379,988","508,490","19,056","285,250","15,000","270,250","37,750",0,0,"298,834","261,084","37,750",3,20,5,"99,150","323,000",301,76,136,89,0,30,271,0,0,6,0,1.7,0,128,139,30,4,0,0
741,4/24/1973,566,149,70,SEC236,12/31/2007,A,1.24,2.4,"2,592,063","568,271","27,827","1,607,507",0,"2,019,815","1,410,837","549,507","19,056","285,250","15,000","270,250","37,750",0,0,"298,834","261,084","37,750",3,20,5,"99,150","323,000",301,76,136,89,0,30,271,0,0,6,0,1.7,0,128,139,30,4,0,0
741,4/24/1973,566,149,70,SEC236,12/31/2008,A,1.41,2.53,"2,457,729","172,244","11,835","1,607,507",0,"2,098,190","1,445,851","595,875","19,056","285,250","15,000","270,250","37,750",0,0,"298,834","261,084","37,750",3,20,5,"99,150","323,000",301,76,136,89,0,30,271,0,0,6,0,1.7,0,128,139,30,4,0,0
741,4/24/1973,566,149,70,SEC236,12/31/2009,A,1.47,2.87,"2,525,664","157,845","6,159","1,607,507",0,"2,246,319","1,425,323","641,902",0,"285,250","15,000","270,250","37,750",0,0,"298,834","261,084","37,750",3,20,5,"99,150","323,000",301,76,136,89,0,30,271,0,0,6,0,1.7,0,128,139,30,4,0,0
741,4/24/1973,566,149,70,SEC236,12/31/2010,A,1.6,3.31,"2,908,237","333,420","2,740","1,607,507",0,"2,861,465","1,559,297","693,902",0,"285,250","15,000","270,250","37,750",0,0,"298,834","261,084","37,750",3,20,5,"99,150","323,000",301,76,136,89,0,30,271,0,0,6,0,1.7,0,128,139,30,4,0,0
742,4/11/1973,285,89,114,SEC236,12/31/1995,D,0.79,0.63,"396,321","186,969","7,311","255,399",0,"77,238","170,577","48,183",0,"141,066","19,043","122,023",0,0,"3,407","117,810","117,810",0,12,2,0,"518,364","144,473",114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
742,4/11/1973,285,89,114,SEC236,12/31/1996,D,0.97,0.72,"359,266","105,178","5,205","255,399",0,"94,523","182,810","52,167",0,"141,066","19,043","122,023",0,0,"3,407","117,810","117,810",0,12,2,0,"518,364","144,473",114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
742,4/11/1973,285,89,114,SEC236,12/31/1997,F,0.82,0.55,"353,913","138,712","5,098","255,400",0,"102,922","245,251","56,482",0,"141,066","19,043","122,023",0,0,"3,407","117,810","117,810",0,12,2,0,"518,364","144,473",114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
742,4/11/1973,285,89,114,SEC236,12/31/1998,D,0.93,0.64,"353,921","112,694","2,998","255,399",0,"156,031","305,638","61,154",0,"141,066","19,043","122,023",0,0,"3,407","117,810","117,810",0,12,2,0,"518,364","144,473",114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
742,4/11/1973,285,89,114,SEC236,12/31/1999,D,0.92,0.54,"331,353","94,239","2,782","255,399",0,"132,335","310,782","66,215",0,"141,066","19,043","122,023",0,0,"3,407","117,810","117,810",0,12,2,0,"518,364","144,473",114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
742,4/11/1973,285,89,114,SEC236,12/31/2000,B,1.18,0.73,"459,407","154,023","4,000","255,400",0,"118,918","234,841","71,695",0,"141,066","19,043","122,023",0,0,"3,407","117,810","117,810",0,12,2,0,"518,364","144,473",114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
742,4/11/1973,285,89,114,SEC236,12/31/2001,A,1.26,1.09,"426,110","106,850","1,621","252,623",0,"185,138","247,014","77,630",0,"141,066","19,043","122,023",0,0,"3,407","117,810","117,810",0,12,2,0,"518,364","144,473",114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
742,4/11/1973,285,89,114,SEC236,12/31/2002,A,1.23,1.56,"365,289","51,664",417,"255,400",0,"149,586","179,944","84,059",0,"141,066","19,043","122,023",0,0,"3,407","117,810","117,810",0,12,2,0,"518,364","144,473",114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
742,4/11/1973,285,89,114,SEC236,12/31/2003,A,1.04,2.6,"307,417",0,"3,937","293,118",0,"388,260","251,488","102,080",0,"141,066","19,043","122,023",0,0,"3,407","117,810","117,810",0,12,2,0,"518,364","144,473",114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
742,4/11/1973,285,89,114,SEC236,12/31/2004,A,1.05,3.5,"400,934","16,979","6,600","359,138",0,"387,195","222,396","111,926",0,"141,066","19,043","122,023",0,0,"3,407","117,810","117,810",0,12,2,0,"518,364","144,473",114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
742,4/11/1973,285,89,114,SEC236,12/31/2005,A,1.04,3.82,"419,269","36,049","7,379","362,646",0,"367,394","214,056","117,984",0,"141,066","19,043","122,023",0,0,"3,407","117,810","117,810",0,12,2,0,"518,364","144,473",114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
742,4/11/1973,285,89,114,SEC236,12/31/2006,A,0.95,1.99,"399,708","43,866","11,554","362,646",0,"364,406","307,657","124,328",0,"141,066","19,043","122,023",0,0,"3,407","117,810","117,810",0,12,2,0,"518,364","144,473",114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
742,4/11/1973,285,89,114,SEC236,12/31/2007,C,0.89,1.61,"401,569","53,730","13,951","374,646",0,"373,589","363,416","131,059",0,"141,066","19,043","122,023",0,0,"3,407","117,810","117,810",0,12,2,0,"518,364","144,473",114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
742,4/11/1973,285,89,114,SEC236,12/31/2008,A,1,1.5,"526,794","145,351","8,476","374,646",0,"363,777","381,159","138,195",0,"141,066","19,043","122,023",0,0,"3,407","117,810","117,810",0,12,2,0,"518,364","144,473",114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
742,4/11/1973,285,89,114,SEC236,12/31/2009,C,0.92,1.03,"409,420","71,818","2,671","362,646",0,"353,172","489,454","145,675",0,"141,066","19,043","122,023",0,0,"3,407","117,810","117,810",0,12,2,0,"518,364","144,473",114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
742,4/11/1973,285,89,114,SEC236,12/31/2010,A,1.18,1.02,"557,573","113,593","1,130","373,928",0,"351,446","499,574","153,560",0,"141,066","19,043","122,023",0,0,"3,407","117,810","117,810",0,12,2,0,"518,364","144,473",114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
743,8/6/1973,1126,318,52,INTERN,12/31/1995,B,1.44,0.75,"415,180","15,471","1,017","277,344",0,"162,210","273,914","58,221",0,"152,858",0,"152,858",0,0,0,"115,320","115,320",0,2,4,2,"225,204","152,858",143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
743,8/6/1973,1126,318,52,INTERN,12/31/1996,B,1.19,0.82,"430,935","99,267","1,868","277,344",0,"157,274","253,935","62,273",0,"152,858",0,"152,858",0,0,0,"115,320","115,320",0,2,4,2,"225,204","152,858",143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
743,8/6/1973,1126,318,52,INTERN,12/31/1997,B,1.18,0.58,"401,634","65,776","2,385","282,303",0,"191,238","394,702","66,606",0,"152,858",0,"152,858",0,0,0,"115,320","115,320",0,2,4,2,"225,204","152,858",143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
743,8/6/1973,1126,318,52,INTERN,12/31/1998,A,2.36,1.47,"835,986","18,092","1,611","346,246",0,"766,652","592,870","71,239",0,"152,858",0,"152,858",0,0,0,"115,320","115,320",0,2,4,2,"225,204","152,858",143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
743,8/6/1973,1126,318,52,INTERN,12/31/1999,A,1.88,2.53,"859,190","98,599","9,102","399,264",0,"503,480","274,947","76,196",0,"152,858",0,"152,858",0,0,0,"115,320","115,320",0,2,4,2,"225,204","152,858",143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
743,8/6/1973,1126,318,52,INTERN,12/31/2000,A,1.82,2.33,"974,096","206,160","17,717","412,854",0,"535,480","2,223,696","1,993,813",0,"152,858",0,"152,858",0,0,0,"115,320","115,320",0,2,4,2,"225,204","152,858",143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
743,8/6/1973,1126,318,52,INTERN,12/31/2001,A,2.08,2.36,"941,280","76,234","8,825","412,484",0,"601,139","2,254,124","1,999,483",0,"152,858",0,"152,858",0,0,0,"115,320","115,320",0,2,4,2,"225,204","152,858",143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
743,8/6/1973,1126,318,52,INTERN,12/31/2002,B,3.26,0.33,"1,009,350","62,303","4,896","288,822",0,"446,466","1,441,616","93,233",0,"152,858",0,"152,858",0,0,0,"115,320","115,320",0,2,4,2,"225,204","152,858",143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
743,8/6/1973,1126,318,52,INTERN,12/31/2003,B,3.91,0.66,"1,097,270","8,255","4,265","277,344",0,"581,065","983,980","99,720",0,"152,858",0,"152,858",0,0,0,"115,320","115,320",0,2,4,2,"225,204","152,858",143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
743,8/6/1973,1126,318,52,INTERN,12/31/2004,A,3.74,1.2,"1,041,934",0,"5,855","277,344",0,"1,088,484","1,014,966","106,658",0,"152,858",0,"152,858",0,0,0,"115,320","115,320",0,2,4,2,"225,204","152,858",143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
743,8/6/1973,1126,318,52,INTERN,12/31/2005,B,3.33,0.81,"1,117,320","185,079","7,938","277,344",0,"421,852","634,419","114,078",0,"152,858",0,"152,858",0,0,0,"115,320","115,320",0,2,4,2,"225,204","152,858",143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
743,8/6/1973,1126,318,52,INTERN,12/31/2006,A,2.99,2.58,"1,076,869","239,983","6,905","277,344",0,"766,303","419,105","122,015",0,"152,858",0,"152,858",0,0,0,"115,320","115,320",0,2,4,2,"225,204","152,858",143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
743,8/6/1973,1126,318,52,INTERN,12/31/2007,A,2.26,3.31,"769,395","133,581","8,325","277,344",0,"995,860","431,609","130,505",0,"152,858",0,"152,858",0,0,0,"115,320","115,320",0,2,4,2,"225,204","152,858",143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
743,8/6/1973,1126,318,52,INTERN,12/31/2008,A,2.6,2.4,"765,224","33,290","11,567","277,344",0,"736,040","445,784","139,584",0,"152,858",0,"152,858",0,0,0,"115,320","115,320",0,2,4,2,"225,204","152,858",143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
743,8/6/1973,1126,318,52,INTERN,12/31/2009,A,4.04,3.52,"1,176,873","52,581","4,892","277,344",0,"1,100,271","461,976","149,296",0,"152,858",0,"152,858",0,0,0,"115,320","115,320",0,2,4,2,"225,204","152,858",143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
743,8/6/1973,1126,318,52,INTERN,12/31/2010,A,3.88,2.8,"1,290,624","212,534","1,966","277,344",0,"900,255","481,245","159,683",0,"152,858",0,"152,858",0,0,0,"115,320","115,320",0,2,4,2,"225,204","152,858",143,36,0,107,0,0,143,0,0,0,0,1.33,1,94,48,0,0,0,0
1014,8/25/1987,96,122,50,SOFT,12/31/1995,B,1.13,0.89,"1,043,604","21,254","21,978","885,327",0,"335,972","554,984","168,986","7,200","119,870","2,508","117,362",0,0,0,"96,976","96,976",0,5,3,0,"685,220","119,870",120,30,0,90,0,0,120,0,0,6,0,1.88,0,22,90,8,0,0,0
1014,8/25/1987,96,122,50,SOFT,12/31/1996,A,1.12,1.13,"1,032,482","17,114","23,411","885,327",0,"236,193","356,567","145,555","2,400","119,870","2,508","117,362",0,0,0,"96,976","96,976",0,5,3,0,"685,220","119,870",120,30,0,90,0,0,120,0,0,6,0,1.88,0,22,90,8,0,0,0
1014,8/25/1987,96,122,50,SOFT,12/31/1997,A,1.08,1.46,"1,013,852","35,134","25,397","885,327",0,"313,595","372,486","158,029",0,"119,870","2,508","117,362",0,0,0,"96,976","96,976",0,5,3,0,"685,220","119,870",120,30,0,90,0,0,120,0,0,6,0,1.88,0,22,90,8,0,0,0
1014,8/25/1987,96,122,50,SOFT,12/31/1998,A,1.22,1.76,"1,189,130","86,471","22,533","885,327",0,"367,703","380,422","171,572",0,"119,870","2,508","117,362",0,0,0,"96,976","96,976",0,5,3,0,"685,220","119,870",120,30,0,90,0,0,120,0,0,6,0,1.88,0,22,90,8,0,0,0
1014,8/25/1987,96,122,50,SOFT,12/31/1999,A,1.23,2.15,"1,238,807","133,603","19,688","885,327",0,"566,280","450,008","186,276",0,"119,870","2,508","117,362",0,0,0,"96,976","96,976",0,5,3,0,"685,220","119,870",120,30,0,90,0,0,120,0,0,6,0,1.88,0,22,90,8,0,0,0
1014,8/25/1987,96,122,50,SOFT,12/31/2000,A,1.23,2.3,"1,241,278","132,041","18,813","885,327",0,"517,848","427,410","202,240",0,"119,870","2,508","117,362",0,0,0,"96,976","96,976",0,5,3,0,"685,220","119,870",120,30,0,90,0,0,120,0,0,6,0,1.88,0,22,90,8,0,0,0
1014,8/25/1987,96,122,50,SOFT,12/31/2001,A,1.31,2.42,"1,282,362","113,364","11,534","885,327",0,"567,665","453,830","219,572",0,"119,870","2,508","117,362",0,0,0,"96,976","96,976",0,5,3,0,"685,220","119,870",120,30,0,90,0,0,120,0,0,6,0,1.88,0,22,90,8,0,0,0
1014,8/25/1987,96,122,50,SOFT,12/31/2002,A,1.2,2.45,"1,171,934","102,464","4,994","885,327",0,"550,317","462,772","238,389",0,"119,870","2,508","117,362",0,0,0,"96,976","96,976",0,5,3,0,"685,220","119,870",120,30,0,90,0,0,120,0,0,6,0,1.88,0,22,90,8,0,0,0
1014,8/25/1987,96,122,50,SOFT,12/31/2003,A,0.97,1.31,"715,831","114,387","4,838","612,456",0,"386,325","368,251","73,558",0,"119,870","2,508","117,362",0,0,0,"96,976","96,976",0,5,3,0,"685,220","119,870",120,30,0,90,0,0,120,0,0,6,0,1.88,0,22,90,8,0,0,0
1014,8/25/1987,96,122,50,SOFT,12/31/2004,D,0.89,1.15,"633,703","84,119","4,243","612,456",0,"260,121","300,530","73,749",0,"119,870","2,508","117,362",0,0,0,"96,976","96,976",0,5,3,0,"685,220","119,870",120,30,0,90,0,0,120,0,0,6,0,1.88,0,22,90,8,0,0,0
1014,8/25/1987,96,122,50,SOFT,12/31/2005,C,1,1.1,"953,291","334,048","5,567","612,456",0,"300,887","353,375","79,958",0,"119,870","2,508","117,362",0,0,0,"96,976","96,976",0,5,3,0,"685,220","119,870",120,30,0,90,0,0,120,0,0,6,0,1.88,0,22,90,8,0,0,0
1014,8/25/1987,96,122,50,SOFT,12/31/2006,C,0.96,1.06,"663,121","67,348","5,418","612,456",0,"318,463","388,380","86,689",0,"119,870","2,508","117,362",0,0,0,"96,976","96,976",0,5,3,0,"685,220","119,870",120,30,0,90,0,0,120,0,0,6,0,1.88,0,22,90,8,0,0,0
1014,8/25/1987,96,122,50,SOFT,12/31/2007,C,0.9,0.65,"666,099","110,318","7,063","612,456",0,"234,547","452,663","93,966",0,"119,870","2,508","117,362",0,0,0,"96,976","96,976",0,5,3,0,"685,220","119,870",120,30,0,90,0,0,120,0,0,6,0,1.88,0,22,90,8,0,0,0
1014,8/25/1987,96,122,50,SOFT,12/31/2008,B,1.01,0.73,"697,254","71,998","5,249","612,456",0,"255,966","454,853","101,899",0,"119,870","2,508","117,362",0,0,0,"96,976","96,976",0,5,3,0,"685,220","119,870",120,30,0,90,0,0,120,0,0,6,0,1.88,0,22,90,8,0,0,0
1014,8/25/1987,96,122,50,SOFT,12/31/2009,B,1,0.55,"712,590","97,557","2,577","612,456",0,"208,214","492,400","110,477",0,"119,870","2,508","117,362",0,0,0,"96,976","96,976",0,5,3,0,"685,220","119,870",120,30,0,90,0,0,120,0,0,6,0,1.88,0,22,90,8,0,0,0
1014,8/25/1987,96,122,50,SOFT,12/31/2010,C,0.91,0.38,"657,294","97,227","2,117","612,456",0,"153,449","527,995","119,777",0,"119,870","2,508","117,362",0,0,0,"96,976","96,976",0,5,3,0,"685,220","119,870",120,30,0,90,0,0,120,0,0,6,0,1.88,0,22,90,8,0,0,0
1017,1/23/1987,84,229,77,SOFT,12/31/1995,C,0.99,0.18,"1,204,905","95,545","12,567","1,110,249",0,"147,405","1,079,754","255,784",0,"164,395","2,185","162,210",0,0,0,"142,264","142,264",0,9,2,0,"642,510","164,395",150,38,0,112,0,0,150,0,0,5,0,2.24,0,14,98,26,12,0,0
1017,1/23/1987,84,229,77,SOFT,12/31/1996,B,1.08,0.44,"1,266,491","61,362","9,596","1,110,249",0,"106,906","467,021","223,683",0,"164,395","2,185","162,210",0,0,0,"142,264","142,264",0,9,2,0,"642,510","164,395",150,38,0,112,0,0,150,0,0,5,0,2.24,0,14,98,26,12,0,0
1017,1/23/1987,84,229,77,SOFT,12/31/1997,B,1.01,0.54,"1,187,769","55,900","7,697","1,110,209",0,"130,130","10,677,260","10,436,290",0,"164,395","2,185","162,210",0,0,0,"142,264","142,264",0,9,2,0,"642,510","164,395",150,38,0,112,0,0,150,0,0,5,0,2.24,0,14,98,26,12,0,0
1017,1/23/1987,84,229,77,SOFT,12/31/1998,F,0.81,0.47,"944,503","41,402","6,241","1,110,249",0,"277,547","943,745","356,074",0,"164,395","2,185","162,210",0,0,0,"142,264","142,264",0,9,2,0,"642,510","164,395",150,38,0,112,0,0,150,0,0,5,0,2.24,0,14,98,26,12,0,0
1017,1/23/1987,84,229,77,SOFT,12/31/1999,F,0.78,0.42,"908,920","37,082","6,312","1,110,249",0,"332,888","1,308,149","514,582",0,"164,395","2,185","162,210",0,0,0,"142,264","142,264",0,9,2,0,"642,510","164,395",150,38,0,112,0,0,150,0,0,5,0,2.24,0,14,98,26,12,0,0
1017,1/23/1987,84,229,77,SOFT,12/31/2000,A,1.37,1.46,"893,126","16,924","22,484","625,297",0,"302,486","207,050",0,0,"164,395","2,185","162,210",0,0,0,"142,264","142,264",0,9,2,0,"642,510","164,395",150,38,0,112,0,0,150,0,0,5,0,2.24,0,14,98,26,12,0,0
1017,1/23/1987,84,229,77,SOFT,12/31/2001,A,1.07,1.28,"1,207,368","324,800","50,030","781,564",0,"399,071","311,640",1,0,"164,395","2,185","162,210",0,0,0,"142,264","142,264",0,9,2,0,"642,510","164,395",150,38,0,112,0,0,150,0,0,5,0,2.24,0,14,98,26,12,0,0
1017,1/23/1987,84,229,77,SOFT,12/31/2002,A,1.15,1.61,"1,181,560","164,836","25,338","858,577",0,"351,348","218,640",1,0,"164,395","2,185","162,210",0,0,0,"142,264","142,264",0,9,2,0,"642,510","164,395",150,38,0,112,0,0,150,0,0,5,0,2.24,0,14,98,26,12,0,0
1017,1/23/1987,84,229,77,SOFT,12/31/2003,A,1.12,1.65,"1,093,339","163,511","19,082","812,480",0,"346,643","209,604",1,0,"164,395","2,185","162,210",0,0,0,"142,264","142,264",0,9,2,0,"642,510","164,395",150,38,0,112,0,0,150,0,0,5,0,2.24,0,14,98,26,12,0,0
1017,1/23/1987,84,229,77,SOFT,12/31/2004,A,1.28,1.67,"1,154,956","234,953","15,717","703,742",0,"375,546","224,931",1,0,"164,395","2,185","162,210",0,0,0,"142,264","142,264",0,9,2,0,"642,510","164,395",150,38,0,112,0,0,150,0,0,5,0,2.24,0,14,98,26,12,0,0
1017,1/23/1987,84,229,77,SOFT,12/31/2005,A,1.25,1.28,"1,313,341","399,133","11,735","722,188",0,"296,280","232,177",1,0,"164,395","2,185","162,210",0,0,0,"142,264","142,264",0,9,2,0,"642,510","164,395",150,38,0,112,0,0,150,0,0,5,0,2.24,0,14,98,26,12,0,0
1017,1/23/1987,84,229,77,SOFT,12/31/2006,A,1.2,2.24,"1,136,977","258,058","6,947","724,739",0,"521,683","233,325",1,0,"164,395","2,185","162,210",0,0,0,"142,264","142,264",0,9,2,0,"642,510","164,395",150,38,0,112,0,0,150,0,0,5,0,2.24,0,14,98,26,12,0,0
1017,1/23/1987,84,229,77,SOFT,12/31/2007,A,1.24,2.11,"965,686","189,130","4,728","620,631",0,"506,934","239,769",1,0,"164,395","2,185","162,210",0,0,0,"142,264","142,264",0,9,2,0,"642,510","164,395",150,38,0,112,0,0,150,0,0,5,0,2.24,0,14,98,26,12,0,0
1017,1/23/1987,84,229,77,SOFT,12/31/2008,A,1.17,1.85,"936,024","205,485","1,933","620,632",0,"429,764","232,690",1,0,"164,395","2,185","162,210",0,0,0,"142,264","142,264",0,9,2,0,"642,510","164,395",150,38,0,112,0,0,150,0,0,5,0,2.24,0,14,98,26,12,0,0
1017,1/23/1987,84,229,77,SOFT,12/31/2009,A,0.99,1.79,"806,809","194,485",504,"620,630",0,"412,220","230,757",1,0,"164,395","2,185","162,210",0,0,0,"142,264","142,264",0,9,2,0,"642,510","164,395",150,38,0,112,0,0,150,0,0,5,0,2.24,0,14,98,26,12,0,0
1017,1/23/1987,84,229,77,SOFT,12/31/2010,A,1.12,2,"887,197","191,586",276,"620,631",0,"492,716","246,418",1,0,"164,395","2,185","162,210",0,0,0,"142,264","142,264",0,9,2,0,"642,510","164,395",150,38,0,112,0,0,150,0,0,5,0,2.24,0,14,98,26,12,0,0
1018,1/29/1987,1183,253,145,SHRDAL,12/31/1995,F,0.81,0.18,"1,647,318","56,767","18,463","1,947,370",0,"236,057","1,679,264","382,797",0,"265,383","42,104","223,279",0,0,0,"179,780","179,780",0,7,4,3,"688,684","265,383",181,45,0,136,0,0,181,0,0,12,0,2.07,0,18,132,31,0,0,0
